"id","name","extra_gene","synonyms","url"
"NPM1","nucleophosmin (nucleolar phosphoprotein B23, numatrin)","NPM1","4869,ENSG00000181163,NPM1,P06748","https://www.ncbi.nlm.nih.gov/gene/?term=4869"
"MAP3K1","mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase","MAP3K1","","https://www.ncbi.nlm.nih.gov/gene/?term=4214"
"CDX2","caudal type homeo box transcription factor 2","CDX2","1045,CDX2,CDX3,ENSG00000165556,Q99626","https://www.ncbi.nlm.nih.gov/gene/?term=1045"
"FAM46C","family with sequence similarity 46, member C","FAM46C","54855,ENSG00000183508,FAM46C,Q5VWP2","https://www.ncbi.nlm.nih.gov/gene/?term=54855"
"IGH","immunoglobulin heavy locus","IGH","","https://www.ncbi.nlm.nih.gov/gene/?term=3492"
"COX6C","cytochrome c oxidase subunit VIc","COX6C","1345,COX6C,ENSG00000164919,P09669","https://www.ncbi.nlm.nih.gov/gene/?term=1345"
"IGK","immunoglobulin kappa locus","IGK","","https://www.ncbi.nlm.nih.gov/gene/?term=50802"
"MLH1","E.coli MutL homolog gene","MLH1","4292,COCA2,ENSG00000076242,MLH1,P40692","https://www.ncbi.nlm.nih.gov/gene/?term=4292"
"IGL","immunoglobulin lambda locus","IGL","","https://www.ncbi.nlm.nih.gov/gene/?term=3535"
"PER1","period homolog 1 (Drosophila)","PER1","5187,ENSG00000179094,O15534,PER,PER1","https://www.ncbi.nlm.nih.gov/gene/?term=5187"
"HNRNPA2B1","heterogeneous nuclear ribonucleoprotein A2/B1","HNRNPA2B1","3181,ENSG00000122566,HNRNPA2B1,HNRPA2B1,P22626","https://www.ncbi.nlm.nih.gov/gene/?term=3181"
"CTNNB1","catenin (cadherin-associated protein), beta 1","CTNNB1","1499,CTNNB,CTNNB1,ENSG00000168036,P35222","https://www.ncbi.nlm.nih.gov/gene/?term=1499"
"FAS","Fas cell surface death receptor","FAS","355,ALPS1A,APO-1,APT1,CD95,ENSG00000026103,FAS,FAS1,FASTM,P25445,TNFRSF6","https://www.ncbi.nlm.nih.gov/gene/?term=355"
"TCEA1","transcription elongation factor A (SII), 1","TCEA1","6917,ENSG00000187735,TCEA1","https://www.ncbi.nlm.nih.gov/gene/?term=6917"
"TRIP11","thyroid hormone receptor interactor 11","TRIP11","9321,ENSG00000100815,Q15643,TRIP11","https://www.ncbi.nlm.nih.gov/gene/?term=9321"
"CARS","cysteinyl-tRNA synthetase","CARS","833,CARS,ENSG00000110619,P49589","https://www.ncbi.nlm.nih.gov/gene/?term=833"
"FOXA1","forkhead box A1","FOXA1","3169,ENSG00000129514,FOXA1,HNF3A,P55317","https://www.ncbi.nlm.nih.gov/gene/?term=3169"
"CRTC3","CREB regulated transcription coactivator 3","CRTC3","64784,CRTC3,ENSG00000140577,Q6UUV7","https://www.ncbi.nlm.nih.gov/gene/?term=64784"
"CRTC1","CREB regulated transcription coactivator 1","CRTC1","23373,CRTC1,ENSG00000105662,MECT1,Q6UUV9","https://www.ncbi.nlm.nih.gov/gene/?term=23373"
"MPL","myeloproliferative leukaemia virus oncogene, thrombopoietin receptor","MPL","4352,ENSG00000117400,MPL,P40238","https://www.ncbi.nlm.nih.gov/gene/?term=4352"
"BUB1B","BUB1 budding uninhibited by benzimidazoles 1 homolog beta (yeast)","BUB1B","701,BUB1B,ENSG00000156970,O60566","https://www.ncbi.nlm.nih.gov/gene/?term=701"
"PRDM2","PR/SET domain 2","PRDM2","7799,ENSG00000116731,PRDM2,Q13029","https://www.ncbi.nlm.nih.gov/gene/?term=7799"
"PRDM1","PR domain containing 1, with ZNF domain","PRDM1","639,BLIMP1,ENSG00000057657,O75626,PRDM1","https://www.ncbi.nlm.nih.gov/gene/?term=639"
"HOXA13","homeo box A13","HOXA13","3209,ENSG00000106031,HOX1,HOX1J,HOXA13,P31271","https://www.ncbi.nlm.nih.gov/gene/?term=3209"
"HOXA11","homeo box A11","HOXA11","3207,ENSG00000005073,HOX1,HOX1I,HOXA11,P31270","https://www.ncbi.nlm.nih.gov/gene/?term=3207"
"CCND3","cyclin D3","CCND3","896,CCND3,ENSG00000112576,P30281","https://www.ncbi.nlm.nih.gov/gene/?term=896"
"CCND2","cyclin D2","CCND2","894,CCND2,ENSG00000118971,P30279","https://www.ncbi.nlm.nih.gov/gene/?term=894"
"CCND1","cyclin D1","CCND1","595,BCL1,CCND1,D11S287E,ENSG00000110092,P24385,PRAD1","https://www.ncbi.nlm.nih.gov/gene/?term=595"
"KIF5B","kinesin family member 5B","KIF5B","3799,ENSG00000170759,KIF5B,KNS1,P33176","https://www.ncbi.nlm.nih.gov/gene/?term=3799"
"CHCHD7","coiled-coil-helix-coiled-coil-helix domain containing 7","CHCHD7","79145,CHCHD7,ENSG00000170791,Q9BUK0","https://www.ncbi.nlm.nih.gov/gene/?term=79145"
"EP300","300 kd E1A-Binding protein gene","EP300","2033,ENSG00000100393,EP300,Q09472","https://www.ncbi.nlm.nih.gov/gene/?term=2033"
"SIRPA","signal regulatory protein alpha","SIRPA","140885,ENSG00000198053,P78324,PTPNS1,SIRPA","https://www.ncbi.nlm.nih.gov/gene/?term=140885"
"ARID2","AT rich interactive domain 2","ARID2","196528,ARID2,ENSG00000189079,Q68CP9","https://www.ncbi.nlm.nih.gov/gene/?term=196528"
"RGS7","regulator of G protein signaling 7","RGS7","6000,ENSG00000182901,P49802,RGS7","https://www.ncbi.nlm.nih.gov/gene/?term=6000"
"SH3GL1","SH3-domain GRB2-like 1 (EEN)","SH3GL1","6455,ENSG00000141985,Q99961,SH3GL1","https://www.ncbi.nlm.nih.gov/gene/?term=6455"
"LMO1","LIM domain only 1 (rhombotin 1) (RBTN1)","LMO1","4004,ENSG00000166407,LMO1,P25800,RBTN1","https://www.ncbi.nlm.nih.gov/gene/?term=4004"
"PDGFRB","platelet-derived growth factor receptor, beta polypeptide","PDGFRB","5159,ENSG00000113721,P09619,PDGFR,PDGFRB","https://www.ncbi.nlm.nih.gov/gene/?term=5159"
"PDGFRA","platelet-derived growth factor, alpha-receptor","PDGFRA","5156,ENSG00000134853,P16234,PDGFRA","https://www.ncbi.nlm.nih.gov/gene/?term=5156"
"LMO2","LIM domain only 2 (rhombotin-like 1) (RBTN2)","LMO2","4005,ENSG00000135363,LMO2,P25791,RBTNL1","https://www.ncbi.nlm.nih.gov/gene/?term=4005"
"TSC2","tuberous sclerosis 2 gene","TSC2","7249,ENSG00000103197,P49815,TSC2,TSC4","https://www.ncbi.nlm.nih.gov/gene/?term=7249"
"LIFR","leukemia inhibitory factor receptor","LIFR","3977,ENSG00000113594,LIFR,P42702","https://www.ncbi.nlm.nih.gov/gene/?term=3977"
"SDHC","succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa","SDHC","55973,6391,BCAP29,ENSG00000075790,ENSG00000143252,PGL3,Q99643,Q9UHQ4,SDHC","https://www.ncbi.nlm.nih.gov/gene/?term=6391"
"TSC1","tuberous sclerosis 1 gene","TSC1","7248,ENSG00000165699,Q92574,TSC,TSC1","https://www.ncbi.nlm.nih.gov/gene/?term=7248"
"SDHD","succinate dehydrogenase complex, subunit D, integral membrane protein","SDHD","6392,ENSG00000204370,O14521,PGL,PGL1,SDHD","https://www.ncbi.nlm.nih.gov/gene/?term=6392"
"SDHA","succinate dehydrogenase complex, subunit A, flavoprotein (Fp)","SDHA","6389,ENSG00000073578,P31040,SDH2,SDHA","https://www.ncbi.nlm.nih.gov/gene/?term=6389"
"SDHB","succinate dehydrogenase complex, subunit B, iron sulfur (Ip)","SDHB","6390,ENSG00000117118,P21912,SDH,SDH1,SDHB","https://www.ncbi.nlm.nih.gov/gene/?term=6390"
"CCNB1IP1","cyclin B1 interacting protein 1, E3 ubiquitin protein ligase","CCNB1IP1","57820,C14orf18,CCNB1IP1,ENSG00000100814,Q9NPC3","https://www.ncbi.nlm.nih.gov/gene/?term=57820"
"MYCL","v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog","MYCL","4610,ENSG00000116990,MYCL,MYCL1,P12524","https://www.ncbi.nlm.nih.gov/gene/?term=4610"
"MYCN","v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)","MYCN","4613,ENSG00000134323,MYCN,NMYC,P04198","https://www.ncbi.nlm.nih.gov/gene/?term=4613"
"CCNE1","cyclin E1","CCNE1","898,CCNE,CCNE1,ENSG00000105173,P24864","https://www.ncbi.nlm.nih.gov/gene/?term=898"
"FANCD2","Fanconi anemia, complementation group D2","FANCD2","2177,ENSG00000144554,FACD,FANCD,FANCD2,Q9BXW9","https://www.ncbi.nlm.nih.gov/gene/?term=2177"
"TBL1XR1","transducin (beta)-like 1 X-linked receptor 1","TBL1XR1","79718,ENSG00000177565,Q9BZK7,TBL1XR1","https://www.ncbi.nlm.nih.gov/gene/?term=79718"
"SBDS","Shwachman-Bodian-Diamond syndrome protein","SBDS","51119,ENSG00000126524,Q9Y3A5,SBDS","https://www.ncbi.nlm.nih.gov/gene/?term=51119"
"RAF1","v-raf-1 murine leukemia viral oncogene homolog 1","RAF1","5894,ENSG00000132155,P04049,RAF1","https://www.ncbi.nlm.nih.gov/gene/?term=5894"
"CARD11","caspase recruitment domain family, member 11","CARD11","84433,CARD11,ENSG00000198286,Q9BXL7","https://www.ncbi.nlm.nih.gov/gene/?term=84433"
"ZCCHC8","zinc finger, CCHC domain containing 8","ZCCHC8","55596,ENSG00000033030,Q6NZY4,ZCCHC8","https://www.ncbi.nlm.nih.gov/gene/?term=55596"
"DDX6","DEAD (Asp-Glu-Ala-Asp) box polypeptide 6","DDX6","1656,DDX6,ENSG00000110367,HLR2,P26196","https://www.ncbi.nlm.nih.gov/gene/?term=1656"
"DDX5","DEAD (Asp-Glu-Ala-Asp) box polypeptide 5","DDX5","1655,DDX5,ENSG00000108654,G17P1,HLR1,P17844","https://www.ncbi.nlm.nih.gov/gene/?term=1655"
"CACNA1D","calcium channel, voltage-dependent, L type, alpha 1D subunit","CACNA1D","776,CACNA1D,CACNL1A2,CCHL1A2,ENSG00000157388,Q01668","https://www.ncbi.nlm.nih.gov/gene/?term=776"
"FBLN2","fibulin 2","FBLN2","2199,ENSG00000163520,FBLN2,P98095","https://www.ncbi.nlm.nih.gov/gene/?term=2199"
"LPP","LIM domain containing preferred translocation partner in lipoma","LPP","4026,ENSG00000145012,LPP,Q93052","https://www.ncbi.nlm.nih.gov/gene/?term=4026"
"NDRG1","N-myc downstream regulated 1","NDRG1","10397,CAP43,ENSG00000104419,NDRG1,Q92597","https://www.ncbi.nlm.nih.gov/gene/?term=10397"
"NCKIPSD","NCK interacting protein with SH3 domain","NCKIPSD","51517,ENSG00000213672,NCKIPSD,Q9NZQ3","https://www.ncbi.nlm.nih.gov/gene/?term=51517"
"TMEM127","transmembrane protein 127","TMEM127","55654,ENSG00000135956,O75204,TMEM127","https://www.ncbi.nlm.nih.gov/gene/?term=55654"
"C15orf65","chromosome 15 open reading frame 65","C15orf65","","https://www.ncbi.nlm.nih.gov/gene/?term=145788"
"CAMTA1","calmodulin binding transcription activator 1","CAMTA1","23261,CAMTA1,ENSG00000171735,Q9Y6Y1","https://www.ncbi.nlm.nih.gov/gene/?term=23261"
"MYH11","myosin, heavy polypeptide 11, smooth muscle","MYH11","4629,ENSG00000133392,MYH11","https://www.ncbi.nlm.nih.gov/gene/?term=4629"
"BCL9L","B-cell CLL/lymphoma 9-like","BCL9L","283149,BCL9L,ENSG00000186174,Q86UU0","https://www.ncbi.nlm.nih.gov/gene/?term=283149"
"SMAD2","SMAD family member 2","SMAD2","4087,ENSG00000175387,MADH2,Q15796,SMAD2","https://www.ncbi.nlm.nih.gov/gene/?term=4087"
"SPECC1","sperm antigen with calponin homology and coiled-coil domains 1","SPECC1","92521,CYTSB,ENSG00000128487,Q5M775,SPECC1","https://www.ncbi.nlm.nih.gov/gene/?term=92521"
"SMAD4","SMAD family member 4","SMAD4","4089,ENSG00000141646,MADH4,Q13485,SMAD4","https://www.ncbi.nlm.nih.gov/gene/?term=4089"
"STIL","SCL/TAL1 interrupting locus","STIL","6491,ENSG00000123473,Q15468,SIL,STIL","https://www.ncbi.nlm.nih.gov/gene/?term=6491"
"ZFHX3","zinc finger homeobox 3","ZFHX3","463,ATBF1,ENSG00000140836,Q15911,ZFHX3","https://www.ncbi.nlm.nih.gov/gene/?term=463"
"SMAD3","SMAD family member 3","SMAD3","4088,ENSG00000166949,MADH3,P84022,SMAD3","https://www.ncbi.nlm.nih.gov/gene/?term=4088"
"MUC16","mucin 16, cell surface associated","MUC16","94025,ENSG00000181143,MUC16","https://www.ncbi.nlm.nih.gov/gene/?term=94025"
"LHFP","lipoma HMGIC fusion partner","LHFP","10186,ENSG00000183722,LHFP,Q9Y693","https://www.ncbi.nlm.nih.gov/gene/?term=10186"
"IDH1","isocitrate dehydrogenase 1 (NADP+), soluble","IDH1","3417,ENSG00000138413,IDH1,O75874","https://www.ncbi.nlm.nih.gov/gene/?term=3417"
"NONO","non-POU domain containing, octamer-binding","NONO","4841,ENSG00000147140,NONO,Q15233","https://www.ncbi.nlm.nih.gov/gene/?term=4841"
"PTCH1","Homolog of Drosophila Patched gene","PTCH1","5727,ENSG00000185920,NBCCS,PTCH,PTCH1,Q13635","https://www.ncbi.nlm.nih.gov/gene/?term=5727"
"IDH2","isocitrate dehydrogenase 2 (NADP+), mitochondrial","IDH2","3418,ENSG00000182054,IDH2,P48735","https://www.ncbi.nlm.nih.gov/gene/?term=3418"
"ASPSCR1","alveolar soft part sarcoma chromosome region, candidate 1","ASPSCR1","79058,ASPSCR1,ENSG00000169696,Q9BZE9","https://www.ncbi.nlm.nih.gov/gene/?term=79058"
"HMGA1","high mobility group AT-hook 1","HMGA1","3159,ENSG00000137309,HMGA1,HMGIY,P17096","https://www.ncbi.nlm.nih.gov/gene/?term=3159"
"HMGA2","high mobility group AT-hook 2 (HMGIC)","HMGA2","8091,ENSG00000149948,HMGA2,HMGIC,P52926","https://www.ncbi.nlm.nih.gov/gene/?term=8091"
"MSN","moesin","MSN","4478,ENSG00000147065,MSN,P26038","https://www.ncbi.nlm.nih.gov/gene/?term=4478"
"HOOK3","hook homolog 3","HOOK3","84376,ENSG00000168172,HOOK3,Q86VS8","https://www.ncbi.nlm.nih.gov/gene/?term=84376"
"ARHGAP26","Rho GTPase activating protein 26","ARHGAP26","23092,ARHGAP26,ENSG00000145819,Q9UNA1","https://www.ncbi.nlm.nih.gov/gene/?term=23092"
"ESR1","estrogen receptor 1","ESR1","2099,ENSG00000091831,ESR,ESR1,P03372","https://www.ncbi.nlm.nih.gov/gene/?term=2099"
"IL2","interleukin 2","IL2","3558,ENSG00000109471,IL2,P60568","https://www.ncbi.nlm.nih.gov/gene/?term=3558"
"LRP1B","LDL receptor related protein 1B","LRP1B","53353,ENSG00000168702,LRP1B,Q9NZR2","https://www.ncbi.nlm.nih.gov/gene/?term=53353"
"PHOX2B","paired-like homeobox 2b","PHOX2B","8929,ENSG00000109132,PHOX2B,PMX2B,Q99453","https://www.ncbi.nlm.nih.gov/gene/?term=8929"
"BMP5","bone morphogenetic protein 5","BMP5","653,BMP5,ENSG00000112175,P22003","https://www.ncbi.nlm.nih.gov/gene/?term=653"
"NR4A3","nuclear receptor subfamily 4, group A, member 3 (NOR1)","NR4A3","8013,ENSG00000119508,NR4A3,Q92570","https://www.ncbi.nlm.nih.gov/gene/?term=8013"
"TLX3","T-cell leukemia, homeobox 3 (HOX11L2)","TLX3","30012,ENSG00000164438,HOX11L2,O43711,TLX3","https://www.ncbi.nlm.nih.gov/gene/?term=30012"
"FES","FES proto-oncogene, tyrosine kinase","FES","2242,ENSG00000182511,FES,P07332","https://www.ncbi.nlm.nih.gov/gene/?term=2242"
"FEV","FEV protein - (HSRNAFEV)","FEV","54738,ENSG00000163497,FEV,Q99581","https://www.ncbi.nlm.nih.gov/gene/?term=54738"
"GNAQ","guanine nucleotide binding protein (G protein), q polypeptide","GNAQ","2776,ENSG00000156052,GNAQ,P50148","https://www.ncbi.nlm.nih.gov/gene/?term=2776"
"TLX1","T-cell leukemia, homeobox 1 (HOX11)","TLX1","3195,ENSG00000107807,HOX11,P31314,TCL3,TLX1","https://www.ncbi.nlm.nih.gov/gene/?term=3195"
"GNAS","guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide 1","GNAS","","https://www.ncbi.nlm.nih.gov/gene/?term=2778"
"TCF3","transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)","TCF3","6929,ENSG00000071564,P15923,TCF3","https://www.ncbi.nlm.nih.gov/gene/?term=6929"
"FGFR4","fibroblast growth factor receptor 4","FGFR4","2264,ENSG00000160867,FGFR4,P22455","https://www.ncbi.nlm.nih.gov/gene/?term=2264"
"IL7R","interleukin 7 receptor","IL7R","3575,ENSG00000168685,IL7R,P16871","https://www.ncbi.nlm.nih.gov/gene/?term=3575"
"NFKBIE","nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon","NFKBIE","4794,ENSG00000146232,NFKBIE,O00221","https://www.ncbi.nlm.nih.gov/gene/?term=4794"
"FGFR3","fibroblast growth factor receptor 3","FGFR3","2261,ACH,ENSG00000068078,FGFR3,P22607","https://www.ncbi.nlm.nih.gov/gene/?term=2261"
"LSM14A","LSM14A, SCD6 homolog A (S. cerevisiae)","LSM14A","26065,C19orf13,ENSG00000257103,FAM61A,LSM14A,Q8ND56","https://www.ncbi.nlm.nih.gov/gene/?term=26065"
"FGFR2","fibroblast growth factor receptor 2","FGFR2","2263,BEK,CFD1,ENSG00000066468,FGFR2,JWS,KGFR,P21802","https://www.ncbi.nlm.nih.gov/gene/?term=2263"
"BMPR1A","bone morphogenetic protein receptor, type IA","BMPR1A","657,ACVRLK3,ALK3,BMPR1A,CD292,ENSG00000107779,P36894","https://www.ncbi.nlm.nih.gov/gene/?term=657"
"FGFR1","fibroblast growth factor receptor 1","FGFR1","2260,ENSG00000077782,FGFR1,FLT2,KAL2,P11362","https://www.ncbi.nlm.nih.gov/gene/?term=2260"
"PICALM","phosphatidylinositol binding clathrin assembly protein (CALM)","PICALM","8301,ENSG00000073921,PICALM,Q13492","https://www.ncbi.nlm.nih.gov/gene/?term=8301"
"KDM5A","lysine (K)-specific demethylase 5A, JARID1A","KDM5A","5927,ENSG00000073614,JARID1A,KDM5A,RBBP2","https://www.ncbi.nlm.nih.gov/gene/?term=5927"
"YWHAE","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide (14-3-3 epsilon)","YWHAE","7531,ENSG00000108953,P62258,YWHAE","https://www.ncbi.nlm.nih.gov/gene/?term=7531"
"KDM5C","lysine (K)-specific demethylase 5C (JARID1C)","KDM5C","8242,ENSG00000126012,JARID1C,KDM5C,MRX13,P41229,SMCX","https://www.ncbi.nlm.nih.gov/gene/?term=8242"
"DDX3X","DEAD-box helicase 3, X-linked","DDX3X","1654,DDX3,DDX3X,ENSG00000215301,O00571","https://www.ncbi.nlm.nih.gov/gene/?term=1654"
"PSIP1","PC4 and SFRS1 interacting protein 1 (LEDGF)","PSIP1","11168,ENSG00000164985,O75475,PSIP1,PSIP2","https://www.ncbi.nlm.nih.gov/gene/?term=11168"
"SIX1","SIX homeobox 1","SIX1","6495,DFNA23,ENSG00000126778,Q15475,SIX1","https://www.ncbi.nlm.nih.gov/gene/?term=6495"
"TNFAIP3","tumor necrosis factor, alpha-induced protein 3","TNFAIP3","7128,ENSG00000118503,P21580,TNFAIP3","https://www.ncbi.nlm.nih.gov/gene/?term=7128"
"ARHGEF10L","Rho guanine nucleotide exchange factor 10 like","ARHGEF10L","55160,ARHGEF10L,ENSG00000074964,Q9HCE6","https://www.ncbi.nlm.nih.gov/gene/?term=55160"
"CHD4","chromodomain helicase DNA binding protein 4","CHD4","1108,CHD4,ENSG00000111642,Q14839","https://www.ncbi.nlm.nih.gov/gene/?term=1108"
"AFF3","AF4/FMR2 family, member 3","AFF3","3899,AFF3,ENSG00000144218,LAF4,P51826","https://www.ncbi.nlm.nih.gov/gene/?term=3899"
"CHD2","chromodomain helicase DNA binding protein 2","CHD2","1106,CHD2,ENSG00000173575,O14647","https://www.ncbi.nlm.nih.gov/gene/?term=1106"
"AFF4","AF4/FMR2 family, member 4","AFF4","27125,AFF4,ENSG00000072364,Q9UHB7","https://www.ncbi.nlm.nih.gov/gene/?term=27125"
"AFF1","AF4/FMR2 family, member 1","AFF1","4299,AFF1,ENSG00000172493,MLLT2,P51825,PBM1","https://www.ncbi.nlm.nih.gov/gene/?term=4299"
"GPHN","gephyrin (GPH)","GPHN","10243,ENSG00000171723,GPHN,Q9NQX3","https://www.ncbi.nlm.nih.gov/gene/?term=10243"
"CASP9","caspase 9","CASP9","842,CASP9,ENSG00000132906,P55211","https://www.ncbi.nlm.nih.gov/gene/?term=842"
"GRM3","glutamate metabotropic receptor 3","GRM3","2913,ENSG00000198822,GRM3,Q14832","https://www.ncbi.nlm.nih.gov/gene/?term=2913"
"FLCN","folliculin","FLCN","201163,ENSG00000154803,FLCN,Q8NFG4","https://www.ncbi.nlm.nih.gov/gene/?term=201163"
"LYL1","lymphoblastic leukemia derived sequence 1","LYL1","4066,ENSG00000104903,LYL1,P12980","https://www.ncbi.nlm.nih.gov/gene/?term=4066"
"LASP1","LIM and SH3 protein 1","LASP1","3927,ENSG00000002834,LASP1,Q14847","https://www.ncbi.nlm.nih.gov/gene/?term=3927"
"CASP8","caspase 8, apoptosis-related cysteine peptidase","CASP8","841,CASP8,ENSG00000064012,Q14790","https://www.ncbi.nlm.nih.gov/gene/?term=841"
"ALDH2","aldehyde dehydrogenase 2 family (mitochondrial)","ALDH2","217,ALDH2,ENSG00000111275,P05091","https://www.ncbi.nlm.nih.gov/gene/?term=217"
"BCL7A","B-cell CLL/lymphoma 7A","BCL7A","605,BCL7,BCL7A,ENSG00000110987,Q4VC05","https://www.ncbi.nlm.nih.gov/gene/?term=605"
"CASP3","caspase 3","CASP3","836,CASP3,ENSG00000164305,P42574","https://www.ncbi.nlm.nih.gov/gene/?term=836"
"SIX2","SIX homeobox 2","SIX2","10736,ENSG00000170577,Q9NPC8,SIX2","https://www.ncbi.nlm.nih.gov/gene/?term=10736"
"WHSC1","Wolf-Hirschhorn syndrome candidate 1(MMSET)","WHSC1","7468,ENSG00000109685,O96028,WHSC1","https://www.ncbi.nlm.nih.gov/gene/?term=7468"
"POLE","polymerase (DNA directed), epsilon, catalytic subunit","POLE","5426,ENSG00000177084,POLE,Q07864","https://www.ncbi.nlm.nih.gov/gene/?term=5426"
"KDM6A","lysine (K)-specific demethylase 6A, UTX","KDM6A","7403,ENSG00000147050,KDM6A,O15550,UTX","https://www.ncbi.nlm.nih.gov/gene/?term=7403"
"POLG","DNA polymerase gamma, catalytic subunit","POLG","5428,ENSG00000140521,P54098,POLG","https://www.ncbi.nlm.nih.gov/gene/?term=5428"
"ARHGEF10","Rho guanine nucleotide exchange factor 10","ARHGEF10","9639,ARHGEF10,ENSG00000104728,O15013","https://www.ncbi.nlm.nih.gov/gene/?term=9639"
"ARHGEF12","RHO guanine nucleotide exchange factor (GEF) 12 (LARG)","ARHGEF12","23365,ARHGEF12,ENSG00000196914,Q9NZN5","https://www.ncbi.nlm.nih.gov/gene/?term=23365"
"RBM15","RNA binding motif protein 15","RBM15","64783,ENSG00000162775,Q96T37,RBM15","https://www.ncbi.nlm.nih.gov/gene/?term=64783"
"DCC","DCC netrin 1 receptor","DCC","1630,DCC,ENSG00000187323,P43146","https://www.ncbi.nlm.nih.gov/gene/?term=1630"
"EED","embryonic ectoderm development","EED","8726,EED,ENSG00000074266,O75530","https://www.ncbi.nlm.nih.gov/gene/?term=8726"
"USP44","ubiquitin specific peptidase 44","USP44","84101,ENSG00000136014,Q9H0E7,USP44","https://www.ncbi.nlm.nih.gov/gene/?term=84101"
"MKL1","megakaryoblastic leukemia (translocation) 1","MKL1","57591,ENSG00000196588,MKL1,Q969V6","https://www.ncbi.nlm.nih.gov/gene/?term=57591"
"AXIN1","axin 1","AXIN1","8312,AXIN1,ENSG00000103126,O15169","https://www.ncbi.nlm.nih.gov/gene/?term=8312"
"ETV1","ets variant gene 1","ETV1","2115,ENSG00000006468,ETV1,P50549","https://www.ncbi.nlm.nih.gov/gene/?term=2115"
"AXIN2","axin 2","AXIN2","8313,AXIN2,ENSG00000168646,Q9Y2T1","https://www.ncbi.nlm.nih.gov/gene/?term=8313"
"OLIG2","oligodendrocyte lineage transcription factor 2 (BHLHB1)","OLIG2","10215,BHLHB1,ENSG00000205927,OLIG2,PRKCBP2,Q13516","https://www.ncbi.nlm.nih.gov/gene/?term=10215"
"ARID1A","AT rich interactive domain 1A (SWI-like)","ARID1A","8289,ARID1A,C1orf4,ENSG00000117713,O14497,SMARCF1","https://www.ncbi.nlm.nih.gov/gene/?term=8289"
"ARID1B","AT rich interactive domain 1B","ARID1B","57492,ARID1B,ENSG00000049618","https://www.ncbi.nlm.nih.gov/gene/?term=57492"
"ETV4","ets variant gene 4 (E1A enhancer binding protein, E1AF)","ETV4","2118,ENSG00000175832,ETV4,P43268","https://www.ncbi.nlm.nih.gov/gene/?term=2118"
"ETV5","ets variant gene 5","ETV5","2119,ENSG00000244405,ETV5,P41161","https://www.ncbi.nlm.nih.gov/gene/?term=2119"
"DNM2","dynamin 2","DNM2","1785,DNM2,ENSG00000079805,P50570","https://www.ncbi.nlm.nih.gov/gene/?term=1785"
"ETV6","ets variant gene 6 (TEL oncogene)","ETV6","2120,ENSG00000139083,ETV6,P41212","https://www.ncbi.nlm.nih.gov/gene/?term=2120"
"TGFBR2","transforming growth factor beta receptor II","TGFBR2","7048,ENSG00000163513,MFS2,P37173,TGFBR2","https://www.ncbi.nlm.nih.gov/gene/?term=7048"
"LATS1","large tumor suppressor kinase 1","LATS1","","https://www.ncbi.nlm.nih.gov/gene/?term=9113"
"SFPQ","splicing factor proline/glutamine rich(polypyrimidine tract binding protein associated)","SFPQ","6421,ENSG00000116560,P23246,SFPQ","https://www.ncbi.nlm.nih.gov/gene/?term=6421"
"CREB1","cAMP responsive element binding protein 1","CREB1","1385,CREB1,ENSG00000118260,P16220","https://www.ncbi.nlm.nih.gov/gene/?term=1385"
"LATS2","large tumor suppressor kinase 2","LATS2","26524,ENSG00000150457,LATS2,Q9NRM7","https://www.ncbi.nlm.nih.gov/gene/?term=26524"
"RABEP1","rabaptin, RAB GTPase binding effector protein 1","RABEP1","9135,ENSG00000029725,Q15276,RABEP1","https://www.ncbi.nlm.nih.gov/gene/?term=9135"
"ELF3","E74 like ETS transcription factor 3","ELF3","1999,ELF3,ENSG00000163435,ESX,P78545","https://www.ncbi.nlm.nih.gov/gene/?term=1999"
"SETBP1","SET binding protein 1","SETBP1","26040,ENSG00000152217,Q9Y6X0,SETBP1","https://www.ncbi.nlm.nih.gov/gene/?term=26040"
"ELF4","E74-like factor 4 (ets domain transcription factor)","ELF4","2000,ELF4,ENSG00000102034,Q99607","https://www.ncbi.nlm.nih.gov/gene/?term=2000"
"IRF4","interferon regulatory factor 4","IRF4","3662,ENSG00000137265,IRF4,MUM1,Q15306","https://www.ncbi.nlm.nih.gov/gene/?term=3662"
"THRAP3","thyroid hormone receptor associated protein 3 (TRAP150)","THRAP3","9967,ENSG00000054118,Q9Y2W1,THRAP3","https://www.ncbi.nlm.nih.gov/gene/?term=9967"
"CDH10","cadherin 10","CDH10","1008,CDH10,ENSG00000040731,Q9Y6N8","https://www.ncbi.nlm.nih.gov/gene/?term=1008"
"MYOD1","myogenic differentiation 1","MYOD1","4654,ENSG00000129152,MYF3,MYOD1,P15172","https://www.ncbi.nlm.nih.gov/gene/?term=4654"
